,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,x_8,y_8,v_8,a_8,yaw_8,width_8,length_8,end
9.63999999999997,23.833092498536242,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,9.9,6.62,24.0,6.25,3.131,2.5,16.98,-67.29,3.41,35.61,0.0,3.142,2.02,5.15,65.85,10.4,25.25,6.25,3.142,2.5,19.4,11.58,3.01,37.0,-6.25,3.135,2.02,4.55,137.06,9.99,23.25,6.25,3.152,1.82,4.04,89.66,8.64,26.0,0.0,3.122,2.02,4.95,218.06,7.02,23.25,6.25,3.152,2.5,12.63,146.22,3.83,37.25,0.0,3.142,2.02,4.75,-1
9.67999999999997,22.8465334409511,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,8.94,6.63,24.25,-6.25,3.131,2.5,16.98,-68.71,3.41,35.61,0.0,3.142,2.02,5.15,64.84,10.4,25.5,-6.25,3.142,2.5,19.4,10.1,3.02,36.75,12.5,3.128,2.02,4.55,136.13,9.98,23.5,0.0,3.152,1.82,4.04,88.62,8.66,26.0,-6.25,3.122,2.02,4.95,217.13,7.01,23.5,0.0,3.142,2.5,12.63,144.74,3.83,37.25,0.0,3.142,2.02,4.75,-1
9.719999999999969,21.859974383365955,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,7.97,6.64,24.0,0.0,3.131,2.5,16.98,-70.14,3.41,35.61,0.0,3.142,2.02,5.15,63.82,10.4,25.25,6.25,3.142,2.5,19.4,8.62,3.04,37.25,0.0,3.135,2.02,4.55,135.19,9.97,23.5,-6.25,3.152,1.82,4.04,87.58,8.68,25.75,6.25,3.132,2.02,4.95,216.19,7.01,23.5,-6.25,3.142,2.5,12.63,143.25,3.83,37.25,6.25,3.135,2.02,4.75,-1
9.759999999999968,20.87341532578081,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,7.01,6.65,24.0,0.0,3.142,2.5,16.98,-71.56,3.41,35.61,0.0,3.142,2.02,5.15,62.81,10.4,25.5,-6.25,3.142,2.5,19.4,7.13,3.05,37.25,-111.25,3.128,2.02,4.55,134.25,9.96,23.25,6.25,3.152,1.82,4.04,86.55,8.69,26.0,-12.5,3.122,2.02,4.95,215.25,7.01,23.25,-6.25,3.142,2.5,12.63,141.75,3.84,37.5,-12.5,3.142,2.02,4.75,-1
9.799999999999967,19.886856268195668,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,6.05,6.65,24.0,6.25,3.131,2.5,16.98,-72.99,3.41,35.61,0.0,3.142,2.02,5.15,61.79,10.4,25.25,-6.25,3.142,2.5,19.4,5.64,3.07,32.8,0.0,3.142,2.02,4.55,133.32,9.95,23.5,-12.5,3.142,1.82,4.04,85.52,8.71,25.5,-6.25,3.132,2.02,4.95,214.32,7.01,23.0,0.0,3.142,2.5,12.63,140.25,3.84,37.0,0.0,3.135,2.02,4.75,-1
9.839999999999966,18.900297210610525,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,5.09,6.66,24.25,-6.25,3.131,2.5,16.98,-74.41,3.41,35.61,0.0,3.142,2.02,5.15,60.78,10.4,25.0,0.0,3.132,2.5,19.4,4.33,3.07,32.8,0.0,3.142,2.02,4.55,132.38,9.95,23.0,6.25,3.152,1.82,4.04,84.49,8.72,25.25,6.25,3.132,2.02,4.95,213.41,7.01,23.0,6.25,3.152,2.5,12.63,138.78,3.85,37.0,6.25,3.142,2.02,4.75,-1
9.879999999999965,17.91373815302538,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,4.12,6.67,24.0,0.0,3.131,2.5,16.98,-75.84,3.41,35.61,0.0,3.142,2.02,5.15,59.78,10.41,25.0,6.25,3.142,2.5,19.4,3.02,3.07,32.8,0.0,3.142,2.02,4.55,131.46,9.94,23.25,0.0,3.152,1.82,4.04,83.48,8.73,25.5,18.75,3.122,2.02,4.95,212.48,7.0,23.25,0.0,3.142,2.5,12.63,137.29,3.85,37.25,0.0,3.142,2.02,4.75,-1
9.919999999999964,16.927179095440238,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,3.16,6.68,24.0,0.0,3.131,2.5,16.98,-77.26,3.41,35.61,0.0,3.142,2.02,5.15,58.78,10.41,25.25,0.0,3.142,2.5,19.4,1.71,3.07,32.8,0.0,3.142,2.02,4.55,130.53,9.93,23.25,-6.25,3.152,1.82,4.04,82.46,8.75,26.25,-6.25,3.132,2.02,4.95,211.56,7.0,23.25,6.25,3.142,2.5,12.63,135.81,3.85,37.25,6.25,3.135,2.02,4.75,-1
9.959999999999964,15.940620037855096,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,2.2,6.69,24.0,0.0,3.131,2.5,16.98,-78.68,3.41,35.61,0.0,3.142,2.02,5.15,57.77,10.41,25.25,0.0,3.142,2.5,19.4,0.4,3.07,32.8,0.0,3.142,2.02,4.55,129.6,9.92,23.0,0.0,3.142,1.82,4.04,81.41,8.76,26.0,0.0,3.132,2.02,4.95,210.62,7.0,23.5,0.0,3.142,2.5,12.63,134.31,3.86,37.5,0.0,3.142,2.02,4.75,-1
9.999999999999963,14.954060980269954,7.151461490376172,24.663976439628556,0,3.141592653589793,1.92,4.04,1.24,6.7,24.0,0.0,3.142,2.5,16.98,-80.11,3.41,35.61,0.0,3.142,2.02,5.15,56.76,10.41,25.25,0.0,3.142,2.5,19.4,-0.91,3.07,32.8,0.0,3.142,2.02,4.55,128.68,9.92,23.0,0.0,3.142,1.82,4.04,80.38,8.77,26.0,0.0,3.142,2.02,4.95,209.69,7.0,23.5,0.0,3.142,2.5,12.63,132.81,3.86,37.5,0.0,3.142,2.02,4.75,-1
10.039999999999962,13.967501922684812,7.151461490376172,24.063976439628554,-15.0,2.9670598305004625,1.92,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
